Time,3.7849298500241892,3.620367682631833,3.455805515239477,3.291243347847121,3.1266811804547654,2.962119013062409,2.797556845670053,2.6329946782776967,2.468432510885341,2.303870343492985,2.1393081761006285,1.9747460087082727,1.8101838413159166,1.6456216739235605,1.4810595065312044,1.3164973391388484,1.1519351717464925,0.9873730043541363,0.8228108369617803,0.6582486695694242,0.49368650217706816,0.3291243347847121,0.16456216739235605,0.0,-0.0,-0.16456216739235605,-0.3291243347847121,-0.49368650217706816,-0.6582486695694242,-0.8228108369617803,-0.9873730043541363,-1.1519351717464925,-1.3164973391388484,-1.4810595065312044,-1.6456216739235605,-1.8101838413159166,-1.9747460087082727,-2.1393081761006285,-2.303870343492985,-2.468432510885341,-2.6329946782776967,-2.797556845670053,-2.962119013062409,-3.1266811804547654,-3.291243347847121,-3.455805515239477,-3.620367682631833,-3.7849298500241892
0.005,5.4617827097924e-12,2.7440256497150996e-12,8.7029812407001e-13,-1.5138143157493e-13,-5.417988504550099e-13,-5.6232468649316e-13,-4.2218479845363e-13,-2.5241633234642e-13,-1.1577014291855e-13,-2.938782888665e-14,1.3246523362867e-14,2.6665702601642e-14,2.4726221138989e-14,1.7209708274866e-14,9.5567483242585e-15,3.9616534155563e-15,7.168061252631603e-16,-7.1842505284413e-16,-1.0598414853499e-15,-8.900290351695301e-16,-5.7553859218985e-16,-2.9613904786101e-16,-1.0935381139528001e-16,-1.0121249629659e-17,-1.0121249629659e-17,2.8595729207535e-17,3.4191824601422e-17,2.6249376691148e-17,1.5789272179322e-17,7.5005024892945e-18,2.413454151063201e-18,-5.3358631622433004e-20,-8.8082629548096e-19,-8.984196553799e-19,-6.3470880210317e-19,-3.5523536942447996e-19,-1.5498063694709e-19,-4.1940160890777e-20,7.7824929240141e-21,2.1498086819392002e-20,1.9272516850232002e-20,1.2587703638352001e-20,6.5513392649589e-21,2.6055379468081e-21,5.5672372915054e-22,-2.5274190806810003e-22,-4.2100168783331013e-22,-3.3808635856021e-22
1.005,5.9101065354569e-12,3.0958663723231997e-12,1.0887923958846e-12,-4.7176754038751e-14,-5.1354292074338e-13,-5.735409734609699e-13,-4.469297637964901e-13,-2.7617667975667e-13,-1.3276034846056e-13,-3.9039765286988e-14,9.1791787999162e-15,2.5949910604031e-14,2.5543907843019e-14,1.8410915544037e-14,1.0578069697027e-14,4.6303445046662e-15,1.0631965748502e-15,-5.9253546274901e-16,-1.053312572065e-15,-9.304949332819601e-16,-6.221964349349101e-16,-3.3184036621526e-16,-1.3080953440818002e-16,-2.0195922286786e-17,-2.0195922286786e-17,2.5567467820344998e-17,3.4585603979156e-17,2.7755204433726e-17,1.7250621978931e-17,8.5171705708104e-18,2.974559049326601e-18,1.8318414618381998e-19,-8.266174271268099e-19,-9.228181605486499e-19,-6.7847396573238e-19,-3.9232148949984e-19,-1.7859197419459e-19,-5.38905261475e-20,3.3273410145257e-21,2.0860984844593e-20,2.0070028869469e-20,1.3599492114442e-20,7.3163674242991e-21,3.0530006478115e-21,7.636984563635002e-22,-1.8614362899510002e-22,-4.1898268747613e-22,-3.5654846962181002e-22
2.005,6.363832522050699e-12,3.4661361819045996e-12,1.3265510327053e-12,7.1581036478237e-14,-4.7659985282653e-13,-5.8087038320339e-13,-4.708492525704999e-13,-3.0061407600452e-13,-1.5086954822749999e-13,-4.9690495298277e-14,4.4332703511759e-15,2.487049718095e-14,2.6224376937571998e-14,1.9603128227914e-14,1.1643735502006e-14,5.3520694958321e-15,1.4512353651258e-15,-4.4106797905342e-16,-1.0345775725112e-15,-9.6730490819462e-16,-6.6947332148065e-16,-3.6959078317441e-16,-1.5426111236095002e-16,-3.1672924694225997e-17,-3.1672924694225997e-17,2.1759799764786e-17,3.4653048444558e-17,2.9193604574851e-17,1.8757172845168e-17,9.6058487720718e-18,3.5958780653498e-18,4.5794217676651e-19,-7.5323435517154e-19,-9.403550672968499e-19,-7.216583635934499e-19,-4.3113720340178e-19,-2.0418745743804e-19,-6.7305577451266e-20,-1.9716112604542e-21,1.9844164680949002e-20,2.0756874885525e-20,1.4622261098161002e-20,8.1281276385693e-21,3.5439919605323e-21,9.995002691497901e-22,-1.0444786982275e-22,-4.1094202665547e-22,-3.7371942334067e-22
3.005,6.819546086482099e-12,3.8538676535501e-12,1.5839351654856998e-12,2.0573577503384998e-13,-4.3014163945828e-13,-5.837127381679e-13,-4.936008923078999e-13,-3.25587139016e-13,-1.7007877314107e-13,-6.13770855801e-14,-1.0412799227059e-15,2.3385766929317e-14,2.6740800637057e-14,2.0772918364212e-14,1.2749400916409e-14,6.1272988828872e-15,1.8831581772343e-15,-2.6172483015623e-16,-1.0019627377982e-15,-9.994995355180801e-16,-7.169556236317503e-16,-4.0930172596054e-16,-1.7976764636344001e-16,-4.4649437623238e-17,-4.4649437623238e-17,1.7089573992916e-17,3.4340339075630005e-17,3.0537171225672e-17,2.0299115215762e-17,1.0765935986703999e-17,4.280269225642e-18,7.7414730012004e-19,-6.5827868790521e-19,-9.496411593454599e-19,-7.6363973196082e-19,-4.7151137033305e-19,-2.3180140035057e-19,-8.227851751013501e-20,-8.198734533324701e-21,1.8392157442728e-20,2.130426504876e-20,1.5644891113317002e-20,8.984706787255901e-21,4.0801649616304e-21,1.2664027086115e-21,-5.9024929314494e-24,-3.9584773662441e-22,-3.8912116788477e-22
4.005,7.273375106544999e-12,4.257807596739199e-12,1.8611719607983e-12,3.5609964487760996e-13,-3.7331889813743997e-13,-5.814293050914999e-13,-5.148067787832599e-13,-3.5092985823488e-13,-1.9035572319261e-13,-7.4131644308072e-14,-7.2944323367348e-15,2.145211148722e-14,2.7064134679086e-14,2.1905132722256e-14,1.3889674342391e-14,6.9560206249113e-15,2.3610777476682002e-15,-5.2154788532787e-17,-9.536869938729101e-16,-1.0260216627173e-15,-7.641635769866901e-16,-4.5084951797123e-16,-2.0737500851505002e-16,-5.9221470092786e-17,-5.9221470092786e-17,1.1469967765979e-17,3.3589260487127e-17,3.1755122522842e-17,2.1864628484216e-17,1.1995908111764e-17,5.0303322318366e-18,1.1350869729933001e-18,-5.3920195792069e-19,-9.4914904700562e-19,-8.0370345412803e-19,-5.132243120895599e-19,-2.6144937655268e-19,-9.8899678455961e-20,-1.5441770704981e-20,1.6445069324467e-20,2.1680003378068002e-20,1.6654251374767e-20,9.8832650437464e-21,4.6628890051509e-21,1.5666922734369e-21,1.1134844372119e-22,-3.7256815375861e-22,-4.0220904046838e-22
5.005,7.7209669247523e-12,4.676391813672199e-12,2.1583351215898e-12,5.234414474730299e-13,-3.0526603280418e-13,-5.733437002816099e-13,-5.3405229530139e-13,-3.7644984017851996e-13,-2.1165324807261e-13,-8.7980317901683e-14,-1.4375519004451e-14,1.9024173927731998e-14,2.7163094125839e-14,2.2982798053111e-14,1.5058020464415e-14,7.8376695404032e-15,2.8869437159241e-15,1.9003014563310003e-16,-8.8786462773165e-16,-1.0457128504675001e-15,-8.105463163385101e-16,-4.940713003294401e-16,-2.3711328027046e-16,-7.5482616251716e-17,-7.5482616251716e-17,4.8108712347136e-18,3.2337152114755e-17,3.2813105523952e-17,2.3439689536322e-17,1.3293184587056e-17,5.848335686685001e-18,1.5440750372140001e-18,-3.9331055608242997e-19,-9.3720801291687e-19,-8.4103541918219e-19,-5.5600214615604e-19,-2.9312478965278e-19,-1.1725490942743998e-19,-2.379133517186e-20,1.3938548980096002e-20,2.1848287335323e-20,1.7635005875299002e-20,1.0819904706391e-20,5.2931802766498006e-21,1.9026409299987e-21,2.4925943470507e-22,-3.3986838169287e-22,-4.1236656554094003e-22
6.005,8.1574668418117e-12,5.1077195077312994e-12,2.4753243057061997e-12,7.0847375595417e-13,-2.2510722474120006e-13,-5.587432724142599e-13,-5.5088512590784e-13,-4.0192657214163996e-13,-2.3390776551098997e-13,-1.0294220838448e-13,-2.2332668651589e-14,1.6055053613023e-14,2.7004148284561e-14,2.3987031287975e-14,1.6246661054021e-14,8.7710521546296e-15,3.4624982867969e-15,4.6723521024355e-16,-8.025094798871501e-16,-1.0573103582590001e-15,-8.554769220981801e-16,-5.3876075407871e-16,-2.6899396812065e-16,-9.3522645456126e-17,-9.3522645456126e-17,-2.980631129913401e-18,3.0516901581567e-17,3.3673010313565e-17,2.5007875577161e-17,1.4653985426366e-17,6.7361362579582e-18,2.0044173627506e-18,-2.1777319423842997e-19,-9.119996966927e-19,-8.7471486693265e-19,-5.9951080938654e-19,-3.2679512524890997e-19,-1.3742374064077e-19,-3.3340296818589e-20,1.0803804832241e-20,2.1769517378143003e-20,1.856941293269e-20,1.178952903526e-20,5.9716243517730006e-21,2.276473804939e-21,4.0987601797392003e-22,-2.9640746603098e-22,-4.1890024306196004e-22
7.005,8.577498482330399e-12,5.5495275341578e-12,2.8118435159600002e-12,9.1183892901321e-13,-1.3196330363776e-13,-5.3688101222534e-13,-5.6481449763645e-13,-4.2710972326528e-13,-2.5703762435245e-13,-1.1902821121646e-13,-3.1212163644214e-14,1.2496555072332e-14,2.6551537473403998e-14,2.4896956294782e-14,1.7446474215703e-14,9.7542671213732e-15,4.0892275610481e-15,7.8186028399984e-16,-6.9554082121221e-16,-1.0594447874326e-15,-8.982475325912201e-16,-5.8466363912287005e-16,-3.0300699293995e-16,-1.1342591534147e-16,-1.1342591534147e-16,-1.1999672539052e-17,2.8056986818714e-17,3.4292796872637997e-17,2.6550162580626998e-17,1.6073178851586998e-17,7.6950894083058e-18,2.5193719286848002e-18,-9.631225417109201e-21,-8.715548088712299e-19,-9.0370730216069e-19,-6.433497920769799e-19,-3.6239787635312e-19,-1.5947730814083998e-19,-4.4183022328753e-20,6.967680783171601e-21,2.1400120631236002e-20,1.9437119579057e-20,1.2785691117366e-20,6.6982903220079e-21,2.6903316090391e-21,5.9532469584759005e-22,-2.407364495649e-22,-4.2103439435453e-22
8.005,8.9751464453284e-12,5.9991647104336995e-12,3.1673785318690998e-12,1.1340939700041998e-12,-2.4959547981268e-14,-5.0697803984386e-13,-5.7531068930268e-13,-4.5171750436633e-13,-2.8094142086812e-13,-1.3623977419967e-13,-4.1057726295485e-14,8.29948451635e-15,2.5767314516431e-14,2.5689628961453e-14,1.8646892881455e-14,1.0784621403233e-14,4.7683084122186e-15,1.1362740148265e-15,-5.6479110053951e-16,-1.0506385045231e-15,-9.3806458453754e-16,-6.314731704107e-16,-3.3911745126648004e-16,-1.3526959807727002e-16,-1.3526959807727002e-16,-2.2342899289165e-17,2.4881574104598e-17,3.4626338677065e-17,2.8044720953628e-17,1.7544119766002e-17,8.7259513567406e-18,3.0921028992470002e-18,2.3418782959924e-19,-8.137510837320899e-19,-9.2685757432912e-19,-6.870456090308399e-19,-3.9983613621878996e-19,-1.8347602366476e-19,-5.641447073529901e-20,2.352799535238e-21,2.0692393359723002e-20,2.0214952481851e-20,1.3800432914066e-20,7.4726360807505e-21,3.1462273284633e-21,8.0779995056101e-22,-1.7129749491308e-22,-4.1790614463674003e-22
